-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882,0.3529411764705882
0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764,0.7058823529411764
1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647,1.0588235294117647
1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528,1.4117647058823528
1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411,1.7647058823529411
2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529,2.117647058823529
2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178,2.4705882352941178
2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056,2.8235294117647056
3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294,3.176470588235294
3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822,3.5294117647058822
3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471,3.882352941176471
4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059,4.235294117647059
4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647,4.588235294117647
4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236,4.941176470588236
5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823,5.294117647058823
5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412,5.647058823529412
6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0
6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589,6.352941176470589
6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177,6.705882352941177
7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645,7.0588235294117645
7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353,7.411764705882353
7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941,7.764705882352941
